order_id,delivery_partner_id_x,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status_x,reasons_if_delayed,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status_y,order_total,payment_method,delivery_partner_id_y,store_id,order_year,order_month,weekday,rating,sentiment,feedback_category
9073572548,28575,2023-05-02 23:25:42,2023-05-02 23:47:42,22.0,4.77,Significantly Delayed,Traffic,97111069,2023-05-02 23:13:42,2023-05-02 23:25:42,2023-05-02 23:47:42,Significantly Delayed,1091.89,Card,28575,6542,2023,May,Tuesday,4,Neutral,Customer Service
8395583761,84816,2024-08-04 23:53:44,2024-08-04 23:48:44,-5.0,3.53,On Time,No Delay,1989720,2024-08-04 23:35:44,2024-08-04 23:53:44,2024-08-04 23:48:44,On Time,410.62,Upi,84816,5448,2024,August,Sunday,4,Positive,App Experience
6355378227,23910,2023-08-11 17:06:36,2023-08-11 17:05:36,-1.0,3.91,On Time,No Delay,67092149,2023-08-11 16:52:36,2023-08-11 17:06:36,2023-08-11 17:05:36,On Time,5019.02,Upi,23910,810,2023,August,Friday,4,Positive,Customer Service
277376321,78589,2024-07-28 04:45:12,2024-07-28 04:44:12,-1.0,3.85,On Time,No Delay,89784343,2024-07-28 04:25:12,2024-07-28 04:45:12,2024-07-28 04:44:12,On Time,3694.48,Wallet,78589,3357,2024,July,Sunday,4,Positive,App Experience
8559748526,93002,2023-04-05 18:27:19,2023-04-05 18:28:19,1.0,0.94,On Time,Traffic,45868300,2023-04-05 18:07:19,2023-04-05 18:27:19,2023-04-05 18:28:19,On Time,1152.09,Wallet,93002,2270,2023,April,Wednesday,4,Neutral,App Experience
1458051433,61040,2024-04-26 09:30:56,2024-04-26 09:26:56,-4.0,2.75,On Time,No Delay,50760752,2024-04-26 09:14:56,2024-04-26 09:30:56,2024-04-26 09:26:56,On Time,1055.18,Upi,61040,7426,2024,April,Friday,4,Neutral,App Experience
5838302640,30907,2023-05-12 06:02:25,2023-05-12 06:09:25,7.0,1.7,Slightly Delayed,Traffic,96795047,2023-05-12 05:46:25,2023-05-12 06:02:25,2023-05-12 06:09:25,Slightly Delayed,3377.44,Upi,30907,4242,2023,May,Friday,4,Neutral,App Experience
1380971977,52614,2024-06-02 13:21:55,2024-06-02 13:16:55,-5.0,4.09,On Time,No Delay,16561710,2024-06-02 13:04:55,2024-06-02 13:21:55,2024-06-02 13:16:55,On Time,3117.74,Cash,52614,6655,2024,June,Sunday,3,Neutral,Product Quality
1221099013,60689,2023-07-23 11:01:59,2023-07-23 11:03:59,2.0,3.15,On Time,Traffic,35156679,2023-07-23 10:45:59,2023-07-23 11:01:59,2023-07-23 11:03:59,On Time,4335.11,Wallet,60689,8589,2023,July,Sunday,4,Neutral,Customer Service
6771166303,98179,2023-07-24 04:36:07,2023-07-24 04:48:07,12.0,2.55,Slightly Delayed,Traffic,87718744,2023-07-24 04:21:07,2023-07-24 04:36:07,2023-07-24 04:48:07,Slightly Delayed,816.38,Wallet,98179,2820,2023,July,Monday,3,Negative,Product Quality
7111337755,84833,2023-05-06 06:07:44,2023-05-06 06:04:44,-3.0,3.44,On Time,No Delay,10524732,2023-05-06 05:52:44,2023-05-06 06:07:44,2023-05-06 06:04:44,On Time,1550.71,Cash,84833,4083,2023,May,Saturday,4,Neutral,Customer Service
5562922993,73904,2023-12-06 02:14:19,2023-12-06 02:17:19,3.0,1.64,On Time,Traffic,62416456,2023-12-06 02:04:19,2023-12-06 02:14:19,2023-12-06 02:17:19,On Time,2292.64,Wallet,73904,418,2023,December,Wednesday,4,Neutral,Product Quality
5630957897,14408,2024-06-18 07:32:42,2024-06-18 07:36:42,4.0,3.92,On Time,Traffic,69925688,2024-06-18 07:17:42,2024-06-18 07:32:42,2024-06-18 07:36:42,On Time,827.44,Wallet,14408,468,2024,June,Tuesday,4,Neutral,Delivery
1787380558,95835,2023-11-08 17:43:58,2023-11-08 17:45:58,2.0,2.8,On Time,Traffic,5140660,2023-11-08 17:24:58,2023-11-08 17:43:58,2023-11-08 17:45:58,On Time,2066.77,Cash,95835,862,2023,November,Wednesday,4,Neutral,App Experience
32613017,77303,2023-03-17 00:36:41,2023-03-17 00:36:41,0.0,4.0,On Time,No Delay,82594354,2023-03-17 00:20:41,2023-03-17 00:36:41,2023-03-17 00:36:41,On Time,2354.28,Card,77303,3364,2023,March,Friday,5,Positive,Delivery
2039041670,31963,2024-11-01 10:05:47,2024-11-01 10:20:47,15.0,2.12,Slightly Delayed,Traffic,88324928,2024-11-01 09:45:47,2024-11-01 10:05:47,2024-11-01 10:20:47,Slightly Delayed,96.33,Wallet,31963,1003,2024,November,Friday,4,Neutral,Product Quality
210693801,14789,2024-08-21 04:10:25,2024-08-21 04:12:25,2.0,2.5,On Time,Traffic,71235336,2024-08-21 03:59:25,2024-08-21 04:10:25,2024-08-21 04:12:25,On Time,3561.22,Upi,14789,4184,2024,August,Wednesday,3,Negative,Customer Service
8120002258,61526,2024-01-01 00:15:08,2024-01-01 00:11:08,-4.0,2.43,On Time,No Delay,57833505,2024-01-01 00:05:08,2024-01-01 00:15:08,2024-01-01 00:11:08,On Time,1213.05,Card,61526,6830,2024,January,Monday,3,Neutral,Delivery
2177917034,75636,2024-02-08 20:16:51,2024-02-08 20:25:51,9.0,0.73,Slightly Delayed,Traffic,12402437,2024-02-08 20:03:51,2024-02-08 20:16:51,2024-02-08 20:25:51,Slightly Delayed,3134.8,Card,75636,4829,2024,February,Thursday,5,Positive,App Experience
4254814926,1761,2024-04-21 06:34:58,2024-04-21 06:33:58,-1.0,1.74,On Time,No Delay,59890331,2024-04-21 06:14:58,2024-04-21 06:34:58,2024-04-21 06:33:58,On Time,3818.33,Wallet,1761,7830,2024,April,Sunday,3,Negative,App Experience
6074172790,3481,2023-07-26 02:26:37,2023-07-26 02:30:37,4.0,2.48,On Time,Traffic,14944819,2023-07-26 02:15:37,2023-07-26 02:26:37,2023-07-26 02:30:37,On Time,2008.84,Wallet,3481,4057,2023,July,Wednesday,4,Positive,Customer Service
3381573131,50582,2024-07-16 00:47:21,2024-07-16 00:42:21,-5.0,4.91,On Time,No Delay,67386193,2024-07-16 00:33:21,2024-07-16 00:47:21,2024-07-16 00:42:21,On Time,114.52,Cash,50582,7456,2024,July,Tuesday,1,Negative,Delivery
3773745777,97135,2024-05-02 14:58:25,2024-05-02 14:58:25,0.0,3.31,On Time,No Delay,67701771,2024-05-02 14:40:25,2024-05-02 14:58:25,2024-05-02 14:58:25,On Time,1488.19,Card,97135,8100,2024,May,Thursday,4,Neutral,Customer Service
9251939156,57095,2023-12-30 12:51:53,2023-12-30 12:58:53,7.0,2.35,Slightly Delayed,Traffic,89910157,2023-12-30 12:39:53,2023-12-30 12:51:53,2023-12-30 12:58:53,Slightly Delayed,891.6,Cash,57095,7206,2023,December,Saturday,4,Positive,App Experience
3872982303,60234,2024-02-03 01:24:33,2024-02-03 01:25:33,1.0,2.6,On Time,Traffic,15484407,2024-02-03 01:04:33,2024-02-03 01:24:33,2024-02-03 01:25:33,On Time,1779.45,Wallet,60234,7886,2024,February,Saturday,4,Neutral,Delivery
2625987757,51273,2023-08-01 07:54:43,2023-08-01 07:56:43,2.0,4.7,On Time,Traffic,10769994,2023-08-01 07:42:43,2023-08-01 07:54:43,2023-08-01 07:56:43,On Time,169.88,Upi,51273,4569,2023,August,Tuesday,3,Neutral,Delivery
3162249401,47552,2024-05-03 13:31:58,2024-05-03 13:31:58,0.0,1.72,On Time,No Delay,85519349,2024-05-03 13:21:58,2024-05-03 13:31:58,2024-05-03 13:31:58,On Time,4406.98,Cash,47552,2221,2024,May,Friday,4,Positive,Delivery
3108986741,60867,2023-10-17 19:43:19,2023-10-17 19:44:19,1.0,2.09,On Time,Traffic,49241309,2023-10-17 19:29:19,2023-10-17 19:43:19,2023-10-17 19:44:19,On Time,2401.92,Wallet,60867,6530,2023,October,Tuesday,3,Negative,Product Quality
1851474741,12879,2023-11-01 13:42:17,2023-11-01 13:51:17,9.0,4.09,Slightly Delayed,Traffic,23348269,2023-11-01 13:29:17,2023-11-01 13:42:17,2023-11-01 13:51:17,Slightly Delayed,3742.79,Card,12879,8735,2023,November,Wednesday,2,Negative,Product Quality
2425099132,44245,2023-08-15 01:30:08,2023-08-15 01:34:08,4.0,1.07,On Time,Traffic,85016568,2023-08-15 01:15:08,2023-08-15 01:30:08,2023-08-15 01:34:08,On Time,2498.22,Wallet,44245,4794,2023,August,Tuesday,4,Neutral,Product Quality
6706793332,76503,2024-10-09 22:04:33,2024-10-09 22:16:33,12.0,2.99,Slightly Delayed,Traffic,6247821,2024-10-09 21:50:33,2024-10-09 22:04:33,2024-10-09 22:16:33,Slightly Delayed,949.75,Upi,76503,8271,2024,October,Wednesday,2,Negative,Delivery
2149289255,25251,2024-11-01 15:20:29,2024-11-01 15:39:29,19.0,2.56,Significantly Delayed,Traffic,57579640,2024-11-01 15:00:29,2024-11-01 15:20:29,2024-11-01 15:39:29,Significantly Delayed,2687.31,Cash,25251,7315,2024,November,Friday,3,Negative,Product Quality
1971008155,30330,2023-10-23 22:43:41,2023-10-23 22:39:41,-4.0,0.86,On Time,No Delay,2457734,2023-10-23 22:23:41,2023-10-23 22:43:41,2023-10-23 22:39:41,On Time,1866.01,Cash,30330,5472,2023,October,Monday,1,Negative,App Experience
2087093460,27478,2024-07-11 11:42:57,2024-07-11 11:41:57,-1.0,0.77,On Time,No Delay,59329145,2024-07-11 11:31:57,2024-07-11 11:42:57,2024-07-11 11:41:57,On Time,4198.33,Card,27478,2176,2024,July,Thursday,4,Neutral,Delivery
2116712588,34078,2023-11-11 20:48:38,2023-11-11 20:51:38,3.0,4.26,On Time,Traffic,24043135,2023-11-11 20:33:38,2023-11-11 20:48:38,2023-11-11 20:51:38,On Time,44.35,Wallet,34078,6552,2023,November,Saturday,3,Neutral,Delivery
6054358790,52564,2024-01-26 10:31:06,2024-01-26 10:26:06,-5.0,3.96,On Time,No Delay,59216664,2024-01-26 10:11:06,2024-01-26 10:31:06,2024-01-26 10:26:06,On Time,3217.7,Wallet,52564,1880,2024,January,Friday,3,Neutral,Product Quality
532660797,97547,2024-05-20 06:37:18,2024-05-20 06:51:18,14.0,4.9,Slightly Delayed,Traffic,41008070,2024-05-20 06:25:18,2024-05-20 06:37:18,2024-05-20 06:51:18,Slightly Delayed,2683.73,Upi,97547,2245,2024,May,Monday,3,Neutral,Delivery
1491991005,85285,2024-03-04 09:01:03,2024-03-04 09:01:03,0.0,0.89,On Time,No Delay,52215833,2024-03-04 08:49:03,2024-03-04 09:01:03,2024-03-04 09:01:03,On Time,3472.55,Wallet,85285,3036,2024,March,Monday,3,Negative,Product Quality
4136019599,34667,2024-03-23 18:52:14,2024-03-23 18:55:14,3.0,4.58,On Time,Traffic,74179536,2024-03-23 18:38:14,2024-03-23 18:52:14,2024-03-23 18:55:14,On Time,1131.05,Wallet,34667,6564,2024,March,Saturday,4,Positive,App Experience
2122832513,39396,2024-02-17 19:58:14,2024-02-17 20:18:14,20.0,3.97,Significantly Delayed,Traffic,55028958,2024-02-17 19:48:14,2024-02-17 19:58:14,2024-02-17 20:18:14,Significantly Delayed,2037.94,Upi,39396,5245,2024,February,Saturday,1,Negative,Customer Service
3717703595,8041,2023-04-24 21:52:02,2023-04-24 21:51:02,-1.0,2.48,On Time,No Delay,88965399,2023-04-24 21:33:02,2023-04-24 21:52:02,2023-04-24 21:51:02,On Time,1756.7,Card,8041,7309,2023,April,Monday,4,Positive,Delivery
3194733693,16623,2023-07-05 10:30:13,2023-07-05 10:37:13,7.0,1.74,Slightly Delayed,Traffic,21866852,2023-07-05 10:13:13,2023-07-05 10:30:13,2023-07-05 10:37:13,Slightly Delayed,2552.88,Upi,16623,9112,2023,July,Wednesday,4,Neutral,Product Quality
4471162437,54708,2024-02-06 12:52:50,2024-02-06 12:52:50,0.0,3.78,On Time,No Delay,27971619,2024-02-06 12:38:50,2024-02-06 12:52:50,2024-02-06 12:52:50,On Time,3355.65,Card,54708,9226,2024,February,Tuesday,4,Neutral,App Experience
1609331948,58721,2024-01-04 14:19:21,2024-01-04 14:19:21,0.0,1.56,On Time,No Delay,8791577,2024-01-04 14:06:21,2024-01-04 14:19:21,2024-01-04 14:19:21,On Time,3648.36,Upi,58721,2696,2024,January,Thursday,3,Neutral,Product Quality
6920030794,38745,2024-06-24 02:51:36,2024-06-24 02:49:36,-2.0,3.47,On Time,No Delay,70372270,2024-06-24 02:37:36,2024-06-24 02:51:36,2024-06-24 02:49:36,On Time,2936.64,Upi,38745,1394,2024,June,Monday,3,Negative,Customer Service
5127172657,80034,2024-06-11 18:30:31,2024-06-11 18:50:31,20.0,4.41,Significantly Delayed,Traffic,32293017,2024-06-11 18:11:31,2024-06-11 18:30:31,2024-06-11 18:50:31,Significantly Delayed,2185.5,Cash,80034,288,2024,June,Tuesday,4,Positive,Product Quality
8607115856,85718,2023-10-09 04:52:34,2023-10-09 04:49:34,-3.0,2.33,On Time,No Delay,15931134,2023-10-09 04:42:34,2023-10-09 04:52:34,2023-10-09 04:49:34,On Time,739.34,Upi,85718,3015,2023,October,Monday,4,Neutral,Customer Service
7154957395,63099,2023-04-09 10:21:33,2023-04-09 10:21:33,0.0,2.28,On Time,No Delay,60700850,2023-04-09 10:10:33,2023-04-09 10:21:33,2023-04-09 10:21:33,On Time,2696.84,Wallet,63099,1915,2023,April,Sunday,3,Neutral,App Experience
2070762702,64950,2023-10-04 10:37:55,2023-10-04 10:52:55,15.0,3.61,Slightly Delayed,Traffic,34761418,2023-10-04 10:20:55,2023-10-04 10:37:55,2023-10-04 10:52:55,Slightly Delayed,2457.2,Cash,64950,5593,2023,October,Wednesday,4,Positive,Product Quality
3697242439,67408,2024-10-15 12:47:13,2024-10-15 12:46:13,-1.0,4.71,On Time,No Delay,99361865,2024-10-15 12:30:13,2024-10-15 12:47:13,2024-10-15 12:46:13,On Time,2179.49,Cash,67408,4528,2024,October,Tuesday,3,Neutral,Customer Service
3063427913,24100,2023-09-21 02:34:46,2023-09-21 02:37:46,3.0,4.76,On Time,Traffic,75984768,2023-09-21 02:17:46,2023-09-21 02:34:46,2023-09-21 02:37:46,On Time,4419.03,Card,24100,1492,2023,September,Thursday,4,Positive,Customer Service
2060061337,50748,2023-04-15 23:10:08,2023-04-15 23:22:08,12.0,3.08,Slightly Delayed,Traffic,29272253,2023-04-15 22:56:08,2023-04-15 23:10:08,2023-04-15 23:22:08,Slightly Delayed,3041.62,Wallet,50748,4851,2023,April,Saturday,1,Negative,App Experience
4625892678,40337,2023-06-18 19:35:45,2023-06-18 19:39:45,4.0,2.74,On Time,Traffic,80371626,2023-06-18 19:23:45,2023-06-18 19:35:45,2023-06-18 19:39:45,On Time,3166.49,Wallet,40337,2018,2023,June,Sunday,1,Negative,Delivery
6045698170,16848,2024-01-24 17:14:49,2024-01-24 17:19:49,5.0,3.86,On Time,Traffic,666589,2024-01-24 17:03:49,2024-01-24 17:14:49,2024-01-24 17:19:49,On Time,222.15,Upi,16848,3220,2024,January,Wednesday,5,Positive,Delivery
7876289647,28786,2024-08-07 08:06:29,2024-08-07 08:18:29,12.0,2.54,Slightly Delayed,Traffic,98858383,2024-08-07 07:55:29,2024-08-07 08:06:29,2024-08-07 08:18:29,Slightly Delayed,3218.62,Upi,28786,9606,2024,August,Wednesday,4,Neutral,Delivery
3434084714,58201,2024-02-02 03:06:20,2024-02-02 03:04:20,-2.0,3.51,On Time,No Delay,46836361,2024-02-02 02:54:20,2024-02-02 03:06:20,2024-02-02 03:04:20,On Time,1179.41,Cash,58201,5513,2024,February,Friday,4,Positive,Product Quality
9031695663,43200,2024-01-17 01:35:06,2024-01-17 01:41:06,6.0,3.71,Slightly Delayed,Traffic,94730288,2024-01-17 01:23:06,2024-01-17 01:35:06,2024-01-17 01:41:06,Slightly Delayed,2316.01,Card,43200,5551,2024,January,Wednesday,2,Negative,App Experience
1955989715,8135,2023-12-27 07:06:23,2023-12-27 07:08:23,2.0,4.81,On Time,Traffic,77862447,2023-12-27 06:52:23,2023-12-27 07:06:23,2023-12-27 07:08:23,On Time,1931.35,Wallet,8135,6276,2023,December,Wednesday,4,Neutral,Product Quality
3459500455,20504,2023-12-18 00:52:55,2023-12-18 00:54:55,2.0,2.66,On Time,Traffic,16379942,2023-12-18 00:37:55,2023-12-18 00:52:55,2023-12-18 00:54:55,On Time,2581.78,Upi,20504,6348,2023,December,Monday,4,Positive,Customer Service
5953376503,34929,2024-05-25 04:08:54,2024-05-25 04:24:54,16.0,0.56,Significantly Delayed,Traffic,79169760,2024-05-25 03:53:54,2024-05-25 04:08:54,2024-05-25 04:24:54,Significantly Delayed,650.2,Wallet,34929,3686,2024,May,Saturday,5,Positive,Customer Service
121874867,69733,2023-03-28 01:10:55,2023-03-28 01:05:55,-5.0,3.08,On Time,No Delay,94529626,2023-03-28 00:53:55,2023-03-28 01:10:55,2023-03-28 01:05:55,On Time,2596.92,Upi,69733,7775,2023,March,Tuesday,5,Positive,Delivery
2460545397,50527,2024-10-27 11:38:03,2024-10-27 11:49:03,11.0,2.53,Slightly Delayed,Traffic,42872865,2024-10-27 11:26:03,2024-10-27 11:38:03,2024-10-27 11:49:03,Slightly Delayed,474.34,Wallet,50527,7031,2024,October,Sunday,3,Neutral,Product Quality
9690050839,76868,2024-01-13 02:44:24,2024-01-13 02:49:24,5.0,3.82,On Time,Traffic,55803572,2024-01-13 02:34:24,2024-01-13 02:44:24,2024-01-13 02:49:24,On Time,2551.93,Wallet,76868,3949,2024,January,Saturday,4,Neutral,App Experience
2574349065,406,2024-04-17 14:43:32,2024-04-17 14:44:32,1.0,1.72,On Time,Traffic,51547198,2024-04-17 14:33:32,2024-04-17 14:43:32,2024-04-17 14:44:32,On Time,4476.55,Wallet,406,7690,2024,April,Wednesday,4,Neutral,Customer Service
2461936988,77590,2023-07-20 23:29:57,2023-07-20 23:48:57,19.0,4.4,Significantly Delayed,Traffic,14428954,2023-07-20 23:11:57,2023-07-20 23:29:57,2023-07-20 23:48:57,Significantly Delayed,4196.95,Cash,77590,9647,2023,July,Thursday,5,Positive,App Experience
6447596416,45656,2023-10-08 18:30:29,2023-10-08 18:26:29,-4.0,4.27,On Time,No Delay,76987910,2023-10-08 18:18:29,2023-10-08 18:30:29,2023-10-08 18:26:29,On Time,4965.12,Card,45656,494,2023,October,Sunday,4,Positive,Customer Service
7228452275,96211,2023-05-13 01:25:33,2023-05-13 01:25:33,0.0,4.62,On Time,No Delay,42262168,2023-05-13 01:06:33,2023-05-13 01:25:33,2023-05-13 01:25:33,On Time,326.42,Card,96211,9542,2023,May,Saturday,2,Negative,App Experience
6696750742,89976,2023-04-02 17:54:16,2023-04-02 17:54:16,0.0,4.39,On Time,No Delay,5277675,2023-04-02 17:43:16,2023-04-02 17:54:16,2023-04-02 17:54:16,On Time,2509.56,Wallet,89976,8222,2023,April,Sunday,5,Positive,App Experience
