order_id,product_id,quantity,unit_price,sales,average_selling_price,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level
2064484752,937542,3,97.04,291.12,97.04,Wheat Flour,Grocery & Staples,Khurana And Sons,97.04,114.16,15.0,365,28,93
964822979,455755,2,44.09,88.18,44.09,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53
6037899648,669378,1,212.14,212.14,212.14,Potatoes,Fruits & Vegetables,Chadha And Sons,212.14,282.85,25.0,3,23,70
9347571484,112390,2,877.98,1755.96,877.98,Toothpaste,Personal Care,"Kibe, Contractor And Randhawa",877.98,1350.74,35.0,365,23,85
3286177534,891833,1,493.19,493.19,493.19,Curd,Dairy & Breakfast,Mani Plc,493.19,616.49,20.0,7,11,69
9073572548,60619,1,726.41,726.41,726.41,Iced Tea,Cold Drinks & Juices,Bhasin Llc,726.41,1037.73,30.0,180,10,97
8395583761,561860,3,874.78,2624.34,874.7800000000001,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.78,1249.69,30.0,180,21,90
6355378227,993331,1,102.44,102.44,102.44,Pulses,Grocery & Staples,"Parmer, Gola And Yogi",102.44,120.52,15.0,365,28,86
277376321,94225,3,77.11,231.32999999999998,77.11,Toilet Cleaner,Household Care,"Gulati, Ram And Sarkar",77.11,102.81,25.0,365,13,70
8559748526,552496,1,508.0,508.0,508.0,Dish Soap,Household Care,Dhar Plc,508.0,677.33,25.0,365,17,59
1458051433,57405,3,607.67,1823.0099999999998,607.67,Baby Food,Baby Care,Srinivas Plc,607.67,868.1,30.0,365,21,64
5838302640,240179,3,90.56,271.68,90.56,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56
1380971977,602241,3,976.55,2929.6499999999996,976.5499999999998,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75
1221099013,131937,1,287.81,287.81,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi And Ganguly",287.81,479.68,40.0,180,18,68
6771166303,677542,3,212.61,637.83,212.61,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365,10,52
7111337755,888807,3,230.58,691.74,230.58,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91
5562922993,540618,1,317.05,317.05,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87
5630957897,876139,2,415.75,831.5,415.75,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83
1787380558,444361,3,822.63,2467.89,822.63,Pain Reliever,Pharmacy,"Prakash, Bawa And Kale",822.63,1028.29,20.0,365,20,71
32613017,451812,1,530.85,530.85,530.85,Pain Reliever,Pharmacy,"Batra, Sant And Mandal",530.85,663.56,20.0,365,29,63
2039041670,287070,1,443.17,443.17,443.17,Wheat Flour,Grocery & Staples,"Gala, Magar And Rajagopal",443.17,521.38,15.0,365,20,93
210693801,432617,3,863.18,2589.54,863.18,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97
8120002258,131937,1,287.81,287.81,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi And Ganguly",287.81,479.68,40.0,180,18,68
2177917034,144124,2,162.67,325.34,162.67,Detergent,Household Care,Lalla-Srinivasan,162.67,216.89,25.0,365,11,82
4254814926,324809,1,608.0,608.0,608.0,Bread,Dairy & Breakfast,Sidhu Plc,608.0,760.0,20.0,7,26,76
6074172790,888807,2,230.58,461.16,230.58,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91
3381573131,684939,1,727.95,727.95,727.95,Lotion,Personal Care,"Sibal, Bhatnagar And Rajan",727.95,1119.92,35.0,365,22,50
3773745777,734789,1,395.82,395.82,395.82,Popcorn,Snacks & Munchies,"Chaudhari, Pant And Singh",395.82,608.95,35.0,90,22,66
9251939156,876139,3,415.75,1247.25,415.75,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83
3872982303,56589,2,517.77,1035.54,517.77,Vitamins,Pharmacy,"Pai, Kashyap And Ramachandran",517.77,647.21,20.0,365,16,85
2625987757,890232,1,432.0,432.0,432.0,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91
3162249401,432617,1,863.18,863.18,863.18,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97
3108986741,687218,3,317.82,953.46,317.82,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall And Gola",317.82,454.03,30.0,180,22,58
1851474741,970529,3,827.44,2482.32,827.44,Diapers,Baby Care,"Kurian, Patla And Sanghvi",827.44,1182.06,30.0,365,19,84
2425099132,604184,2,397.55,795.1,397.55,Toilet Cleaner,Household Care,"Gaba, Sodhi And Choudhary",397.55,530.07,25.0,365,24,84
6706793332,615545,2,448.16,896.32,448.16,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67
2149289255,567671,3,418.48,1255.44,418.48,Biscuits,Snacks & Munchies,Nagar Llc,418.48,643.82,35.0,90,12,90
1971008155,222892,1,869.22,869.22,869.22,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,869.22,1158.96,25.0,3,28,88
2087093460,34186,2,925.65,1851.3,925.65,Mangoes,Fruits & Vegetables,Mandal-Kar,925.65,1234.2,25.0,3,27,74
2116712588,891833,1,493.19,493.19,493.19,Curd,Dairy & Breakfast,Mani Plc,493.19,616.49,20.0,7,11,69
6054358790,532965,1,307.23,307.23,307.23,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,307.23,512.05,40.0,180,20,94
532660797,962054,2,16.86,33.72,16.86,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30.0,180,11,74
1491991005,33955,1,186.08,186.08,186.08,Frozen Pizza,Instant & Frozen Food,Baral Group,186.08,310.13,40.0,180,29,84
4136019599,644847,3,622.81,1868.4299999999998,622.81,Salt,Grocery & Staples,"Jhaveri, Kata And Kapur",622.81,732.72,15.0,365,24,52
2122832513,954722,1,616.45,616.45,616.45,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58
3717703595,500633,3,154.5,463.5,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87
3194733693,240179,2,90.56,181.12,90.56,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56
4471162437,820973,1,114.52,114.52,114.52,Baby Wipes,Baby Care,Lall Llc,114.52,163.6,30.0,365,29,56
1609331948,490602,3,549.47,1648.41,549.47,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,20,71
6920030794,256783,2,906.54,1813.08,906.54,Pet Treats,Pet Care,"Basu, Thakur And Rege",906.54,1394.68,35.0,365,16,98
5127172657,913428,2,392.22,784.44,392.22,Pet Treats,Pet Care,Narayanan-Kumar,392.22,603.42,35.0,365,30,98
8607115856,324809,1,608.0,608.0,608.0,Bread,Dairy & Breakfast,Sidhu Plc,608.0,760.0,20.0,7,26,76
7154957395,516376,1,877.43,877.43,877.43,Onions,Fruits & Vegetables,Agarwal-Dhar,877.43,1169.91,25.0,3,21,71
2070762702,566052,3,87.3,261.9,87.3,Pain Reliever,Pharmacy,"Apte, Soman And Raju",87.3,109.12,20.0,365,14,53
3697242439,897083,2,972.69,1945.38,972.69,Detergent,Household Care,Dutta-Halder,972.69,1296.92,25.0,365,10,100
3063427913,799952,2,922.64,1845.28,922.64,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66
2060061337,690565,1,951.27,951.27,951.27,Cookies,Snacks & Munchies,"Roy, Seth And Patla",951.27,1463.49,35.0,90,15,56
4625892678,317242,1,198.15,198.15,198.15,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365,22,63
6045698170,965755,3,532.57,1597.71,532.57,Bananas,Fruits & Vegetables,"Doshi, Sarraf And Sama",532.57,710.09,25.0,3,21,91
7876289647,863930,1,242.57,242.57,242.57,Shampoo,Personal Care,"Sathe, Agarwal And Dhar",242.57,373.18,35.0,365,26,72
3434084714,264803,2,995.98,1991.96,995.98,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20.0,365,17,69
9031695663,697683,1,123.74,123.74,123.74,Toilet Cleaner,Household Care,"Murty, Varghese And Saxena",123.74,164.99,25.0,365,14,82
1955989715,679284,1,877.89,877.89,877.89,Cough Syrup,Pharmacy,Pant Llc,877.89,1097.36,20.0,365,28,95
3459500455,992178,1,632.43,632.43,632.43,Pain Reliever,Pharmacy,Basu And Sons,632.43,790.54,20.0,365,16,89
5953376503,300159,1,44.35,44.35,44.35,Cola,Cold Drinks & Juices,"Basu, Rout And Mistry",44.35,63.36,30.0,180,20,93
121874867,952124,3,127.08,381.24,127.08,Onions,Fruits & Vegetables,"Wali, Sood And Bala",127.08,169.44,25.0,3,15,50
2460545397,925482,1,475.04,475.04,475.04,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,475.04,791.73,40.0,180,23,66
9690050839,500633,2,154.5,309.0,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87
2574349065,123983,3,785.67,2357.0099999999998,785.67,Cough Syrup,Pharmacy,Kurian-Chhabra,785.67,982.09,20.0,365,25,72
2461936988,272170,2,140.8,281.6,140.8,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,10,92
6447596416,70969,1,631.7,631.7,631.7,Carrots,Fruits & Vegetables,Mohan Group,631.7,842.27,25.0,3,25,96
7228452275,757274,2,98.32,196.64,98.32,Pet Treats,Pet Care,"Minhas, Kapoor And Sethi",98.32,151.26,35.0,365,27,95
6696750742,14145,2,630.84,1261.68,630.84,Spinach,Fruits & Vegetables,"Thakur, Shah And Pingle",630.84,841.12,25.0,3,14,53
822235931,611575,3,482.06,1446.18,482.06,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam And Hayer",482.06,803.43,40.0,180,25,87
7678251499,704868,1,193.46,193.46,193.46,Detergent,Household Care,"Parikh, Oak And Kara",193.46,257.95,25.0,365,24,58
2497341976,451933,1,568.94,568.94,568.94,Wheat Flour,Grocery & Staples,Nadig Ltd,568.94,669.34,15.0,365,28,98
9107314128,820541,3,576.22,1728.66,576.22,Toilet Cleaner,Household Care,"Borde, Peri And Upadhyay",576.22,768.29,25.0,365,19,71
9855726256,349294,2,934.75,1869.5,934.75,Onions,Fruits & Vegetables,Ganesan Ltd,934.75,1246.33,25.0,3,25,70
9398719862,615545,2,448.16,896.32,448.16,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67
379494532,654297,3,13.25,39.75,13.25,Potatoes,Fruits & Vegetables,Chandran-Dass,13.25,17.67,25.0,3,20,86
1048784963,451933,2,568.94,1137.88,568.94,Wheat Flour,Grocery & Staples,Nadig Ltd,568.94,669.34,15.0,365,28,98
4386246924,613942,2,545.0,1090.0,545.0,Pet Treats,Pet Care,"Dyal, Saraf And Goel",545.0,838.46,35.0,365,28,72
2050362692,366066,1,918.58,918.58,918.58,Soap,Personal Care,Mandal Llc,918.58,1413.2,35.0,365,16,52
4142963293,287070,1,443.17,443.17,443.17,Wheat Flour,Grocery & Staples,"Gala, Magar And Rajagopal",443.17,521.38,15.0,365,20,93
9753528654,137909,1,864.3,864.3,864.3,Cough Syrup,Pharmacy,Dalal Plc,864.3,1080.37,20.0,365,23,65
8126970833,700048,3,141.28,423.84000000000003,141.28,Dish Soap,Household Care,Khalsa-Bhavsar,141.28,188.37,25.0,365,25,98
9747814712,256783,2,906.54,1813.08,906.54,Pet Treats,Pet Care,"Basu, Thakur And Rege",906.54,1394.68,35.0,365,16,98
6281619403,131136,2,37.8,75.6,37.8,Salt,Grocery & Staples,Deshpande-Rama,37.8,44.47,15.0,365,29,95
436184281,15314,3,578.85,1736.5500000000002,578.85,Cheese,Dairy & Breakfast,Banik-Ratta,578.85,723.56,20.0,7,30,91
9799231260,39154,3,946.86,2840.58,946.86,Mangoes,Fruits & Vegetables,"Suresh, Bose And Bajwa",946.86,1262.48,25.0,3,21,84
4071811527,661577,1,720.95,720.95,720.95,Cat Food,Pet Care,Majumdar Plc,720.95,1109.15,35.0,365,28,95
5645359563,723678,3,675.46,2026.38,675.46,Dog Food,Pet Care,"Lall, Datta And Swamy",675.46,1039.17,35.0,365,14,97
9411813703,557908,3,942.37,2827.11,942.37,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20.0,365,14,53
4270217473,336847,2,936.98,1873.96,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen And More",936.98,1249.31,25.0,365,17,55
279851011,34186,3,925.65,2776.95,925.65,Mangoes,Fruits & Vegetables,Mandal-Kar,925.65,1234.2,25.0,3,27,74
6260524887,94225,2,77.11,154.22,77.11,Toilet Cleaner,Household Care,"Gulati, Ram And Sarkar",77.11,102.81,25.0,365,13,70
5853998391,257719,2,281.73,563.46,281.73,Eggs,Dairy & Breakfast,Chaudhuri Plc,281.73,352.16,20.0,7,17,93
9931976872,118820,3,12.32,36.96,12.32,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel And Amble",12.32,17.6,30.0,180,12,61
8432209832,336847,1,936.98,936.98,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen And More",936.98,1249.31,25.0,365,17,55
6023721507,327290,1,862.28,862.28,862.28,Sugar,Grocery & Staples,Nadkarni Inc,862.28,1014.45,15.0,365,22,65
3042338919,679284,3,877.89,2633.67,877.89,Cough Syrup,Pharmacy,Pant Llc,877.89,1097.36,20.0,365,28,95
233646065,803607,1,949.73,949.73,949.73,Soap,Personal Care,"Kadakia, Mohan And Sathe",949.73,1461.12,35.0,365,21,98
9870610018,615545,2,448.16,896.32,448.16,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67
1398230967,951463,3,787.4,2362.2,787.4,Pet Treats,Pet Care,Balakrishnan-Kaur,787.4,1211.38,35.0,365,16,82
8615488922,566052,3,87.3,261.9,87.3,Pain Reliever,Pharmacy,"Apte, Soman And Raju",87.3,109.12,20.0,365,14,53
2748841057,552496,2,508.0,1016.0,508.0,Dish Soap,Household Care,Dhar Plc,508.0,677.33,25.0,365,17,59
1375867721,500633,3,154.5,463.5,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87
8595141097,274207,1,328.51,328.51,328.51,Cough Syrup,Pharmacy,"Savant, Batta And Mander",328.51,410.64,20.0,365,25,51
4673382071,256783,1,906.54,906.54,906.54,Pet Treats,Pet Care,"Basu, Thakur And Rege",906.54,1394.68,35.0,365,16,98
2948696008,131937,2,287.81,575.62,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi And Ganguly",287.81,479.68,40.0,180,18,68
6839692624,67197,2,552.2,1104.4,552.2,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,20,79
5770951298,329351,3,310.87,932.61,310.87,Cheese,Dairy & Breakfast,"Lala, Kalita And Sathe",310.87,388.59,20.0,7,23,95
5084771819,154179,2,582.87,1165.74,582.87,Pain Reliever,Pharmacy,"Barad, Devi And Andra",582.87,728.59,20.0,365,10,59
422403644,317242,1,198.15,198.15,198.15,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365,22,63
7176758896,492958,2,84.2,168.4,84.2,Lotion,Personal Care,Acharya Plc,84.2,129.54,35.0,365,26,88
8252905093,647462,3,326.42,979.26,326.42,Lotion,Personal Care,"Balan, Samra And Sekhon",326.42,502.18,35.0,365,22,64
1488561572,585299,1,799.46,799.46,799.46,Pet Treats,Pet Care,"Sharma, Chandra And Prashad",799.46,1229.94,35.0,365,13,50
6212984517,853932,1,941.19,941.19,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94
6309784337,120532,1,697.53,697.53,697.53,Wheat Flour,Grocery & Staples,Nazareth Ltd,697.53,820.62,15.0,365,29,95
4613890018,490602,1,549.47,549.47,549.47,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,20,71
3429728472,851978,1,715.72,715.72,715.72,Vitamins,Pharmacy,Parsa-Bala,715.72,894.65,20.0,365,28,92
267738904,606256,2,369.28,738.56,369.28,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.28,615.47,40.0,180,16,57
3850416839,697683,3,123.74,371.21999999999997,123.74,Toilet Cleaner,Household Care,"Murty, Varghese And Saxena",123.74,164.99,25.0,365,14,82
3412702479,444361,3,822.63,2467.89,822.63,Pain Reliever,Pharmacy,"Prakash, Bawa And Kale",822.63,1028.29,20.0,365,20,71
2016183232,14145,3,630.84,1892.52,630.84,Spinach,Fruits & Vegetables,"Thakur, Shah And Pingle",630.84,841.12,25.0,3,14,53
3810280204,880510,3,951.43,2854.29,951.43,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20.0,7,29,54
2416767295,284460,1,505.95,505.95,505.95,Potatoes,Fruits & Vegetables,"Ramakrishnan, Anand And Khare",505.95,674.6,25.0,3,21,85
2283439407,376447,1,724.84,724.84,724.84,Butter,Dairy & Breakfast,Gara And Sons,724.84,906.05,20.0,7,17,64
4328802292,378676,2,881.42,1762.84,881.42,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,881.42,1259.17,30.0,180,19,65
7072715691,863930,2,242.57,485.14,242.57,Shampoo,Personal Care,"Sathe, Agarwal And Dhar",242.57,373.18,35.0,365,26,72
5640741373,89084,2,598.83,1197.66,598.83,Milk,Dairy & Breakfast,"Wali, Virk And Iyer",598.83,748.54,20.0,7,27,74
6931094066,461804,3,310.69,932.0699999999999,310.69,Sugar,Grocery & Staples,"Ghose, Ben And Divan",310.69,365.52,15.0,365,15,97
3417088709,366066,3,918.58,2755.7400000000002,918.58,Soap,Personal Care,Mandal Llc,918.58,1413.2,35.0,365,16,52
4424404315,313754,2,136.6,273.2,136.6,Biscuits,Snacks & Munchies,"Swaminathan, Mahal And Dara",136.6,210.15,35.0,90,25,67
2444087306,366066,1,918.58,918.58,918.58,Soap,Personal Care,Mandal Llc,918.58,1413.2,35.0,365,16,52
486085268,354409,3,325.08,975.24,325.08,Pulses,Grocery & Staples,Bose-Pandit,325.08,382.45,15.0,365,24,60
1731312620,589812,1,163.03,163.03,163.03,Detergent,Household Care,Bir Plc,163.03,217.37,25.0,365,22,52
6475582506,140489,2,650.2,1300.4,650.2,Soap,Personal Care,"Biswas, Kapoor And Patel",650.2,1000.31,35.0,365,28,95
1868581378,552883,3,888.16,2664.48,888.16,Potatoes,Fruits & Vegetables,"Balan, Patel And Mall",888.16,1184.21,25.0,3,18,94
8884235937,859361,2,432.39,864.78,432.39,Shampoo,Personal Care,Mitter Group,432.39,665.22,35.0,365,25,77
4590662628,131937,2,287.81,575.62,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi And Ganguly",287.81,479.68,40.0,180,18,68
992302540,993331,2,102.44,204.88,102.44,Pulses,Grocery & Staples,"Parmer, Gola And Yogi",102.44,120.52,15.0,365,28,86
7169974633,153019,2,947.95,1895.9,947.95,Onions,Fruits & Vegetables,Aurora Llc,947.95,1263.93,25.0,3,13,88
6703651257,954722,1,616.45,616.45,616.45,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58
7180810221,659290,3,319.34,958.02,319.34,Cheese,Dairy & Breakfast,Kapadia-D’Alia,319.34,399.17,20.0,7,18,66
7875587578,832348,1,831.43,831.43,831.43,Biscuits,Snacks & Munchies,Jani-Ram,831.43,1279.12,35.0,90,10,79
2578671497,118820,2,12.32,24.64,12.32,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel And Amble",12.32,17.6,30.0,180,12,61
6284350691,112390,2,877.98,1755.96,877.98,Toothpaste,Personal Care,"Kibe, Contractor And Randhawa",877.98,1350.74,35.0,365,23,85
5383261788,557908,2,942.37,1884.74,942.37,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20.0,365,14,53
6590867973,712307,2,264.89,529.78,264.89,Orange Juice,Cold Drinks & Juices,Chana Llc,264.89,378.41,30.0,180,16,73
8787105023,398340,1,651.93,651.93,651.93,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah And Soni",651.93,1086.55,40.0,180,11,56
1402916311,516376,2,877.43,1754.86,877.43,Onions,Fruits & Vegetables,Agarwal-Dhar,877.43,1169.91,25.0,3,21,71
9715205272,440875,2,275.03,550.06,275.03,Baby Wipes,Baby Care,Loyal Inc,275.03,392.9,30.0,365,15,80
3946852375,894539,3,445.48,1336.44,445.48,Dish Soap,Household Care,"Pall, Sule And Sood",445.48,593.97,25.0,365,14,93
3367039425,385113,1,816.38,816.38,816.38,Lotion,Personal Care,"Sampath, Mane And Mody",816.38,1255.97,35.0,365,21,50
687711388,542300,3,255.35,766.05,255.35,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35,392.85,35.0,90,11,66
647012431,18035,2,968.94,1937.88,968.94,Dish Soap,Household Care,Ramesh Inc,968.94,1291.92,25.0,365,12,87
7143278295,647462,1,326.42,326.42,326.42,Lotion,Personal Care,"Balan, Samra And Sekhon",326.42,502.18,35.0,365,22,64
9736844695,564692,1,215.65,215.65,215.65,Cat Food,Pet Care,"Krishna, Bail And Dyal",215.65,331.77,35.0,365,25,82
5933289680,747801,2,277.76,555.52,277.76,Toilet Cleaner,Household Care,Saha-Vora,277.76,370.35,25.0,365,23,71
9494303116,336847,3,936.98,2810.94,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen And More",936.98,1249.31,25.0,365,17,55
9337878102,654623,3,422.14,1266.42,422.14000000000004,Chips,Snacks & Munchies,Pradhan And Sons,422.14,649.45,35.0,90,18,76
6872621077,228286,2,179.08,358.16,179.08,Cola,Cold Drinks & Juices,Bhattacharyya Plc,179.08,255.83,30.0,180,26,79
7330237253,677169,1,261.03,261.03,261.03,Cough Syrup,Pharmacy,Char-Divan,261.03,326.29,20.0,365,12,77
7942616242,970529,3,827.44,2482.32,827.44,Diapers,Baby Care,"Kurian, Patla And Sanghvi",827.44,1182.06,30.0,365,19,84
238520071,537274,2,702.71,1405.42,702.71,Pet Treats,Pet Care,Lal-Chauhan,702.71,1081.09,35.0,365,17,67
5812379362,833557,1,422.87,422.87,422.87,Cereal,Dairy & Breakfast,"Gole, Chand And Dada",422.87,528.59,20.0,7,27,69
2616623847,853932,3,941.19,2823.57,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94
2040854480,684939,1,727.95,727.95,727.95,Lotion,Personal Care,"Sibal, Bhatnagar And Rajan",727.95,1119.92,35.0,365,22,50
5456484560,324809,1,608.0,608.0,608.0,Bread,Dairy & Breakfast,Sidhu Plc,608.0,760.0,20.0,7,26,76
883309006,131748,1,81.35,81.35,81.35,Dog Food,Pet Care,"Shroff, Wason And Dugar",81.35,125.15,35.0,365,30,53
6528341992,336847,2,936.98,1873.96,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen And More",936.98,1249.31,25.0,365,17,55
3263203775,563740,1,96.33,96.33,96.33,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35.0,90,20,61
3660010934,613942,3,545.0,1635.0,545.0,Pet Treats,Pet Care,"Dyal, Saraf And Goel",545.0,838.46,35.0,365,28,72
7944885043,760828,1,563.45,563.45,563.45,Pet Treats,Pet Care,"Khurana, Khosla And Yohannan",563.45,866.85,35.0,365,23,93
2506369831,144124,2,162.67,325.34,162.67,Detergent,Household Care,Lalla-Srinivasan,162.67,216.89,25.0,365,11,82
697061213,398340,2,651.93,1303.86,651.93,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah And Soni",651.93,1086.55,40.0,180,11,56
7079057004,714999,2,882.51,1765.02,882.51,Bread,Dairy & Breakfast,Kala Group,882.51,1103.14,20.0,7,27,81
1556153632,739448,3,755.66,2266.98,755.66,Dish Soap,Household Care,Mand-Choudhry,755.66,1007.55,25.0,365,24,79
2161235338,704868,3,193.46,580.38,193.46,Detergent,Household Care,"Parikh, Oak And Kara",193.46,257.95,25.0,365,24,58
